Day,Time,RequestCount,DeviationPercentage
Sunday,07:05,16,-67.5
Sunday,07:10,17,-65.0
Sunday,07:15,18,-62.5
Sunday,07:20,19,-60.0
Sunday,07:25,21,-57.5
Sunday,07:30,22,-55.0
Sunday,07:35,23,-52.5
Sunday,07:40,25,-50.0
Sunday,07:45,26,-47.5
Sunday,07:50,27,-45.0
Sunday,07:55,28,-42.5
Sunday,08:00,30,-40.0
Sunday,08:05,30,-38.3
Sunday,08:10,31,-36.7
Sunday,08:15,32,-35.0
Sunday,08:20,33,-33.3
Sunday,08:25,34,-31.7
Sunday,08:30,35,-30.0
Sunday,08:35,36,-28.3
Sunday,08:40,36,-26.7
Sunday,08:45,37,-25.0
Sunday,08:50,38,-23.3
Sunday,08:55,39,-21.7
Sunday,09:00,40,-20.0
Sunday,09:05,40,-18.3
Sunday,09:10,41,-16.7
Sunday,09:15,42,-15.0
Sunday,09:20,43,-13.3
Sunday,09:25,44,-11.7
Sunday,09:30,44,-10.0
Sunday,09:35,46,-8.3
Sunday,09:40,46,-6.7
Sunday,09:45,47,-5.0
Sunday,09:50,48,-3.3
Sunday,09:55,49,-1.7
Sunday,10:00,49,0.0
Sunday,10:05,50,0.0
Sunday,10:10,50,0.0
Sunday,10:15,50,0.0
Sunday,10:20,50,0.0
Sunday,10:25,50,0.0
Sunday,10:30,50,0.0
Sunday,10:35,49,0.0
Sunday,10:40,49,0.0
Sunday,10:45,49,0.0
Sunday,10:50,50,0.0
Sunday,10:55,50,0.0
Sunday,11:00,49,0.0
Sunday,11:05,50,0.4
Sunday,11:10,50,0.8
Sunday,11:15,50,1.2
Sunday,11:20,50,1.7
Sunday,11:25,50,2.1
Sunday,11:30,51,2.5
Sunday,11:35,51,2.9
Sunday,11:40,51,3.3
Sunday,11:45,52,3.8
Sunday,11:50,51,4.2
Sunday,11:55,52,4.6
Sunday,12:00,52,5.0
Sunday,12:05,52,5.4
Sunday,12:10,53,5.8
Sunday,12:15,53,6.2
Sunday,12:20,53,6.7
Sunday,12:25,53,7.1
Sunday,12:30,53,7.5
Sunday,12:35,54,7.9
Sunday,12:40,54,8.3
Sunday,12:45,54,8.8
Sunday,12:50,54,9.2
Sunday,12:55,54,9.6
Sunday,13:00,54,10.0
Sunday,13:05,56,11.7
Sunday,13:10,56,13.3
Sunday,13:15,57,15.0
Sunday,13:20,58,16.7
Sunday,13:25,59,18.3
Sunday,13:30,59,20.0
Sunday,13:35,60,21.7
Sunday,13:40,61,23.3
Sunday,13:45,62,25.0
Sunday,13:50,63,26.7
Sunday,13:55,64,28.3
Sunday,14:00,65,30.0
Sunday,14:05,66,32.5
Sunday,14:10,67,35.0
Sunday,14:15,68,37.5
Sunday,14:20,69,40.0
Sunday,14:25,71,42.5
Sunday,14:30,72,45.0
Sunday,14:35,73,47.5
Sunday,14:40,74,50.0
Sunday,14:45,76,52.5
Sunday,14:50,77,55.0
Sunday,14:55,78,57.5
Sunday,15:00,80,60.0
Sunday,15:05,80,61.7
Sunday,15:10,81,63.3
Sunday,15:15,82,65.0
Sunday,15:20,83,66.7
Sunday,15:25,84,68.3
Sunday,15:30,84,70.0
Sunday,15:35,85,71.7
Sunday,15:40,86,73.3
Sunday,15:45,87,75.0
Sunday,15:50,88,76.7
Sunday,15:55,89,78.3
Sunday,16:00,89,80.0
Sunday,16:05,89,78.3
Sunday,16:10,88,76.7
Sunday,16:15,87,75.0
Sunday,16:20,86,73.3
Sunday,16:25,86,71.7
Sunday,16:30,85,70.0
Sunday,16:35,84,68.3
Sunday,16:40,83,66.7
Sunday,16:45,82,65.0
Sunday,16:50,81,63.3
Sunday,16:55,80,61.7
Sunday,17:00,79,60.0
Sunday,17:05,79,59.2
Sunday,17:10,79,58.3
Sunday,17:15,78,57.5
Sunday,17:20,78,56.7
Sunday,17:25,78,55.8
Sunday,17:30,77,55.0
Sunday,17:35,77,54.2
Sunday,17:40,76,53.3
Sunday,17:45,76,52.5
Sunday,17:50,76,51.7
Sunday,17:55,75,50.8
Sunday,18:00,75,50.0
Sunday,18:05,74,49.2
Sunday,18:10,74,48.3
Sunday,18:15,73,47.5
Sunday,18:20,73,46.7
Sunday,18:25,73,45.8
Sunday,18:30,72,45.0
Sunday,18:35,71,44.2
Sunday,18:40,71,43.3
Sunday,18:45,71,42.5
Sunday,18:50,71,41.7
Sunday,18:55,70,40.8
Sunday,19:00,70,40.0
Sunday,19:05,69,39.2
Sunday,19:10,69,38.3
Sunday,19:15,68,37.5
Sunday,19:20,68,36.7
Sunday,19:25,68,35.8
Sunday,19:30,67,35.0
Sunday,19:35,67,34.2
Sunday,19:40,66,33.3
Sunday,19:45,66,32.5
Sunday,19:50,65,31.7
Sunday,19:55,65,30.8
Sunday,20:00,64,30.0
Sunday,20:05,64,29.2
Sunday,20:10,64,28.3
Sunday,20:15,64,27.5
Sunday,20:20,63,26.7
Sunday,20:25,62,25.8
Sunday,20:30,62,25.0
Sunday,20:35,62,24.2
Sunday,20:40,61,23.3
Sunday,20:45,61,22.5
Sunday,20:50,60,21.7
Sunday,20:55,60,20.8
Sunday,21:00,60,20.0
Sunday,21:05,60,20.8
Sunday,21:10,60,21.7
Sunday,21:15,61,22.5
Sunday,21:20,61,23.3
Sunday,21:25,62,24.2
Sunday,21:30,62,25.0
Sunday,21:35,63,25.8
Sunday,21:40,63,26.7
Sunday,21:45,63,27.5
Sunday,21:50,64,28.3
Sunday,21:55,64,29.2
Sunday,22:00,65,30.0
Sunday,22:05,65,31.7
Sunday,22:10,66,33.3
Sunday,22:15,67,35.0
Sunday,22:20,68,36.7
Sunday,22:25,69,38.3
Sunday,22:30,69,40.0
Sunday,22:35,71,41.7
Sunday,22:40,71,43.3
Sunday,22:45,72,45.0
Sunday,22:50,73,46.7
Sunday,22:55,74,48.3
Sunday,23:00,75,50.0
Sunday,23:05,74,49.2
Sunday,23:10,74,48.3
Sunday,23:15,73,47.5
Sunday,23:20,73,46.7
Sunday,23:25,72,45.8
Sunday,23:30,72,45.0
Sunday,23:35,72,44.2
Sunday,23:40,71,43.3
Sunday,23:45,71,42.5
Sunday,23:50,70,41.7
Sunday,23:55,70,40.8
